sõna	liik	kokku	aja	ilu
gaasiballoon	S	7	5	2
galerii	S	57	55	2
garaaž	S	22	2	20
garanteerima	V	21	19	2
garantii	S	27	26	1
garderoob	S	7	2	5
garnison	S	5	3	2
geen	S	17	6	11
geenius	S	15	1	14
geneetiline	A	7	6	1
geniaalne	A	8	3	5
genoom	S	5	4	1
geograafiline	A	9	8	1
geomeetriline	A	7	4	3
giid	S	29	6	23
globaalne	A	15	14	1
graafik	S/S	15	9	6
gramm	S	18	11	7
granaat	S/S	13	6	7
grandioosne	A	5	4	1
grillima	V	5	4	1
grupp	S	115	95	20
grusiin	S	9	1	8
grusiinlane	S	5	1	4
gümnaasium	S	97	87	10
günekoloog	S	9	1	8
haagis	S	18	16	2
haak	S	11	4	7
haakima	V	6	3	3
haaknõel	S	5	2	3
haakuma	V	8	4	4
haamer	S	9	4	5
haarama	V	196	46	150
haarav	A	11	9	2
haare	S/S	28	11	17
haav	S	30	6	24
haavama	V	16	9	7
haavatav	A	6	5	1
haavatu	S	14	5	9
habe	S	42	5	37
habras	A	27	6	21
hagi	S	17	13	4
hai	S	9	4	5
haige	A/S	134	45	89
haigestuma	V	10	8	2
haigestumine	S	7	6	1
haigla	S	135	88	47
haiglane	A	14	3	11
haigus	S	94	56	38
haigutama	V	26	3	23
haihtuma	V	26	5	21
hais	S	14	2	12
haisema	V	18	3	15
haisev	A	11	2	9
haistma	V	12	2	10
hajameelsus	S	10	1	9
hajuma	V	26	6	20
hajutama	V	12	6	6
hakatus	S	6	3	3
hakk	S/S	6	3	3
hakkaja	A/S	6	3	3
hakkama	V	2178	826	1352
hakkav	A	16	10	6
hakkima	V	6	5	1
hakul	D	14	6	8
halastama	V	9	2	7
halastamatu	A	11	5	6
halastamatult	D	12	3	9
halastus	S	12	1	11
halb	A	169	72	97
haldjas	S	29	1	28
hale	A	19	5	14
haljasala	S	8	6	2
hall	A/S/S	169	33	136
hallipäine	A	9	3	6
hallo	D	10	5	5
halvama	V	21	13	8
halvasti	D	51	23	28
halvem	A	37	20	17
halvemini	D	6	4	2
halvendama	V	5	3	2
halvenema	V	17	15	2
halvenemine	S	7	6	1
halvim	A	10	6	4
hambaarst	S	8	7	1
hambahari	S	12	8	4
hambapasta	S	14	13	1
hambuline	A	5	1	4
hammas	S	148	48	100
hammasratas	S	8	4	4
hammustama	V	43	10	33
hang	S/S	9	1	8
hani	S	8	4	4
hankima	V	48	28	20
hankimine	S	16	15	1
hansalinn	S	5	3	2
hapnik	S	7	3	4
hapu	A	19	7	12
hargnema	V	11	3	8
hari	S/S	26	16	10
haridus	S	75	70	5
haridusosakond	S	6	4	2
harilik	A	22	10	12
harilikult	D	22	5	17
harima	V/V	40	28	12
haritlane	S	8	3	5
haritum	A	6	4	2
harjas	S	5	3	2
harjuma	V	106	29	77
harjumatu	A	10	3	7
harjumus	S	26	10	16
harjumuspärane	A	13	5	8
harjutama	V	39	30	9
harjutus	S	9	5	4
hark	S	21	8	13
harkisjalu	D	5	1	4
harmoonia	S	7	1	6
harras	A	6	2	4
harrastama	V	6	4	2
harrastus	S	13	5	8
haru	S	14	11	3
haruharva	D	5	1	4
harukordne	S	7	5	2
haruldane	A	23	12	11
haruldus	S	6	4	2
harutama	V	8	1	7
harva	D	70	26	44
harvem	A/D	5	1	4
harvemini	D	10	3	7
hasart	S	7	1	6
hauaplaat	S	7	5	2
hauaplats	S	15	12	3
haud	S	95	22	73
hauduma	V/V	7	1	6
haug	S	5	4	1
haukuma	V	16	1	15
hea	A/S	1025	490	535
headus	S	13	4	9
heaks	D	85	58	27
heakskiit	S	12	9	3
heameel	S	37	11	26
heaolu	S	15	11	4
heastama	V	7	3	4
heatahtlik	A	16	4	12
heatahtlikkus	S	7	3	4
heategevus	S	12	9	3
heeringas	S	7	1	6
heidutama	V	6	2	4
heietama	V	7	4	3
hein	S	48	16	32
heinamaa	S	26	2	24
heitlema	V	9	4	5
heitlik	A	8	1	7
heitlus	S	17	12	5
heitma	V	258	58	200
hekk	S	11	1	10
hektar	S	36	33	3
helde	A	9	1	8
heldima	V	7	1	6
hele	A	102	13	89
heledam	A	20	3	17
helendama	V	19	1	18
helesinine	A	18	2	16
helge	A	9	2	7
heli	S	35	6	29
helikopter	S	12	9	3
helilooja	S	22	19	3
helin	S	14	4	10
helisema	V	42	5	37
helistaja	S	12	8	4
helistama	V	180	49	131
helk	S	6	2	4
helkima	V	10	2	8
helkiv	A	5	1	4
hell	A	18	2	16
hellitama	V	19	5	14
hellus	S	9	1	8
helves	S	10	1	9
herilane	S	8	3	5
hernes	S	15	4	11
hernesupp	S	6	4	2
hetk	S	508	142	366
hetkeline	A	12	1	11
higi	S	25	4	21
hiigelsuur	A	8	3	5
hiiglane	S	6	1	5
hiiglaslik	A	23	11	12
hiiglasuur	A	6	2	4
hiilgama	V	13	3	10
hiilgav	A	14	7	7
hiilgus	S	15	7	8
hiilima	V	53	12	41
hiina	A	15	9	6
hiinlane	S	19	14	5
hiir	S	33	10	23
hiline	A	23	7	16
hilinema	V	27	11	16
hilinemine	S	12	8	4
hilisem	A	22	17	5
hilissügis	S	5	3	2
hilisõhtu	S	21	14	7
hilja	D	50	8	42
hiljaaegu	D	18	8	10
hiljaks	D	25	5	20
hiljem	D	449	228	221
hiljuti	D	96	70	26
hiljutine	A	20	15	5
hilp	S	6	1	5
himu	S	9	1	8
himustama	V	5	2	3
hind	S	398	355	43
hindama	V	182	139	43
hindamine	S	21	17	4
hing	S/S	302	49	253
hingama	V	55	9	46
hingamine	S	30	6	24
hingeline	A/S	18	5	13
hingeliselt	D	5	1	4
hingemattev	A	5	1	4
hingepõhi	S	7	1	6
hingerahu	S	6	3	3
hingestama	V	5	1	4
hingetõmme	S	10	3	7
hingeõhk	S	8	1	7
hingus	S	6	3	3
hinnaline	A	9	7	2
hinnang	S	269	260	9
hinne	S	13	7	6
hirm	S	184	39	145
hirmsasti	D	26	6	20
hirmuma	V	19	1	18
hirmunult	D	14	1	13
hirmus	A/D	92	11	81
hirmutama	V	28	15	13
hirmutav	A	5	1	4
hirmuäratav	A	9	4	5
hirv	S	6	4	2
hispaania	A	15	6	9
hobune	S	172	56	116
hoiak	S	31	18	13
hoiatama	V	66	33	33
hoiatav	A	5	2	3
hoiatus	S	19	10	9
hoid	S	10	4	6
hoidev	A	12	4	8
hoidja	S	10	4	6
hoidma	V	587	227	360
hoidmine	S	38	33	5
hoiduma	V	40	16	24
hoius	S	38	36	2
hollandi	A	7	2	5
homme	D	169	62	107
hommik	S	407	139	268
hommikueine	S	5	1	4
hommikune	A	26	5	21
hommikupoolik	S	11	3	8
hommikusöök	S	14	2	12
hommikuti	D	21	7	14
homne	A	30	10	20
homo	S	7	5	2
honorar	S	9	8	1
hooaeg	S	107	102	5
hoob	S	9	1	8
hoog	S	95	31	64
hoogne	A	14	9	5
hoogsalt	D	15	4	11
hool	S	99	28	71
hoolas	A	5	3	2
hooldaja	S	10	9	1
hooldama	V	12	9	3
hooldamine	S	8	6	2
hooldus	S	10	9	1
hoolealune	A/S	22	16	6
hooletu	A	7	2	5
hooletus	S	7	3	4
hoolikalt	D	23	8	15
hoolikas	A	12	4	8
hoolima	V	89	29	60
hoolimata	D	88	47	41
hoolimatult	D	8	4	4
hoolimatus	S	12	3	9
hoolitsema	V	66	28	38
hoolitsemine	S	7	6	1
hoolitsevalt	D	5	1	4
hoolitsus	S	7	3	4
hoomama	V	15	5	10
hoone	S	214	171	43
hoop	S	25	7	18
hoopis	D	442	174	268
hooti	D	10	5	5
hoov	S	41	13	28
hord	S	6	3	3
hotell	S	146	80	66
hotellituba	S	8	5	3
hubane	A	10	3	7
hukatus	S	8	1	7
hukk	S	12	10	2
hukka	D	22	12	10
hukkama	V	12	7	5
hukkamõist	S	6	2	4
hukkuma	V	61	50	11
hukkumine	S	11	7	4
hukkunu	S	21	19	2
hulga	D	34	9	25
hulgaliselt	D	15	11	4
hulgas	D	180	127	53
hulgast	D	41	23	18
hulgi	D	7	2	5
hulgus	S	8	2	6
hulk	S	237	138	99
hulka	D	60	36	24
hulkuma	V	21	2	19
hulkuv	A	11	9	2
hull	A/S	100	27	73
hullem	A	49	20	29
hulljulge	A	12	3	9
hulluma	V	11	4	7
hullumaja	S	7	2	5
hullumeelne	A/S	6	1	5
hullus	S	9	1	8
hullusti	D	6	1	5
humanitaarabi	S	16	14	2
humoorikas	A	5	4	1
hundijaht	S	11	10	1
hunnik	S	26	6	20
hunt	S	115	60	55
hurtsik	S	7	1	6
huul	S	128	24	104
huulepulk	S	38	36	2
huumor	S	13	11	2
huupi	D	10	1	9
huvi	S	361	255	106
huvigrupp	S	5	4	1
huviline	A/S	32	31	1
huvipakkuv	A	9	4	5
huvitama	V	181	86	95
huvitatu	S	19	14	5
huvitav	A	166	85	81
huvitavalt	D	5	2	3
huvitavam	A	17	11	6
huvituma	V	18	10	8
hõbe	S	26	15	11
hõbedane	A	29	8	21
hõige	S	6	2	4
hõikama	V	52	4	48
hõim	S	6	1	5
hõimurahvas	S	5	1	4
hõiskama	V	20	4	16
hõivama	V	31	23	8
hõljuma	V	28	2	26
hõljuv	A	8	3	5
hõlm	S	21	4	17
hõlmama	V	23	20	3
hõlpsasti	D	6	1	5
hõng	S	12	2	10
hõre	A	23	1	22
hõrenema	V	6	1	5
hõrk	A	7	3	4
hõõguma	V	24	2	22
hõõguv	A	17	1	16
hõõruma	V	45	7	38
hõõrumine	S	5	3	2
häbelik	A	6	1	5
häbematu	A	9	1	8
häbematus	S	12	2	10
häbenema	V	48	11	37
häbi	S	39	12	27
häbiväärne	A	5	3	2
häda	S	110	46	64
hädaldama	V	11	1	10
hädaline	A/S	5	3	2
hädaoht	S	6	2	4
hädapärane	A	9	2	7
hädasolija	S	6	4	2
hädasti	D	6	4	2
hädavajalik	A	22	16	6
hädine	A	6	1	5
hägune	A	11	3	8
häire	S	8	7	1
häirekell	S	6	4	2
häirima	V	76	28	48
häiriv	A	12	6	6
hämar	A/S	56	8	48
hämarus	S	22	1	21
hämmastama	V	19	6	13
hämmastav	A	11	6	5
hämmastavalt	D	9	4	5
hämmastuma	V	6	2	4
hämmastus	S	5	2	3
hämmelduma	V	9	3	6
hämmeldunult	D	10	1	9
hämmeldus	S	11	3	8
hämming	S	12	4	8
härg	S	23	4	19
härjavärss	S	5	4	1
härra	S	221	23	198
härrased	S	11	5	6
härrasmees	S	34	5	29
hästi	D	488	237	251
hävima	V	26	25	1
häving	S	11	4	7
hävitaja	S	7	4	3
hävitama	V	59	21	38
hävitamine	S	8	6	2
hävitav	A	7	5	2
hää	A	12	7	5
hääbuma	V	7	3	4
hääl	S	575	163	412
hääldama	V	5	1	4
hääldus	S	5	2	3
häälekõla	S	5	1	4
häälestama	V	9	6	3
hääletama	V	53	48	5
hääletu	A	12	1	11
hääletus	S/S	25	24	1
häälitsema	V	12	1	11
häälitsus	S	10	2	8
häärber	S	11	2	9
hülgama	V	15	6	9
hümn	S	8	3	5
hüpe	S	28	14	14
hüppama	V	130	48	82
hüva	A/D	8	1	7
hüvasti	D	29	8	21
hüvastijätt	S	8	1	7
hüve	S	8	4	4
hüvitama	V	14	12	2
hüüatama	V	32	1	31
hüüdma	V	157	18	139
hüüdnimi	S	16	6	10
hüüe	S	10	2	8
ida	S	61	30	31
idamaine	A	7	2	5
idanaaber	S	10	9	1
idanema	V	7	4	3
idaosa	S	5	4	1
idapiir	S	5	3	2
ideaal	S	15	4	11
ideaalne	A	24	12	12
ideaalselt	D	6	4	2
idee	S	149	109	40
ideoloog	S	7	6	1
ideoloogia	S	19	14	5
ideoloogiline	A	14	10	4
idu	S/S	11	6	5
iga	P/S	1276	638	638
iga-aastane	A	7	6	1
igakord	S	5	1	4
iganema	V	14	6	8
igapäevaelu	S	6	1	5
igapäevane	A	61	33	28
igapäevatöö	S	6	5	1
igasugu	D	17	6	11
igasugune	P	140	72	68
igatahes	D	156	29	127
igati	D	59	38	21
igatsema	V	38	5	33
igatsus	S	27	2	25
igav	A	59	31	28
igavalt	D	5	2	3
igavene	A	56	11	45
igaveseks	D	16	4	12
igavesti	D	25	5	20
igavus	S	19	8	11
igaüks	P	157	65	92
ige	S	5	1	4
igipõline	A	7	3	4
igivana	A	5	1	4
ignoreerima	V	10	6	4
iha	S	9	5	4
ihaldama	V	14	2	12
ihalema	V	6	2	4
ihkama	V	30	4	26
ihu	S	48	3	45
ihuma	V	6	2	4
ihusilmaga	D	5	1	4
iial	D	61	14	47
iialgi	D	40	9	31
iidne	A	22	7	15
iiri	A	7	1	6
iirlane	S	7	6	1
iiveldama	V	9	1	8
iiveldus	S	8	4	4
ikka	D	946	257	689
ikkagi	D	288	112	176
ikoon	S	6	3	3
illusioon	S	22	11	11
illustratsioon	S	9	4	5
illustreerima	V	12	10	2
ilm	S/S	233	126	107
ilma	D	448	217	231
ilmaasjata	D	10	1	9
ilmajaam	S	8	7	1
ilmalik	A	8	4	4
ilmatu	A	6	2	4
ilme	S	97	13	84
ilmekalt	D	9	6	3
ilmestama	V	9	7	2
ilmetu	A	9	2	7
ilming	S	6	4	2
ilmne	A	31	15	16
ilmnema	V	46	35	11
ilmselge	A	12	8	4
ilmselgelt	D	10	6	4
ilmselt	D	384	250	134
ilmsesti	D	5	1	4
ilmsiks	D	11	9	2
ilmsikstulek	S	5	4	1
ilmtingimata	D	22	9	13
ilmuma	V	328	132	196
ilmumine	S	37	24	13
ilmutama	V	40	15	25
ilmutus	S	10	6	4
ilmuv	A	7	5	2
ilu	S	91	25	66
ilukirjandus	S	6	3	3
ilukirjanduslik	A	5	3	2
ilus	A	293	69	224
ilusam	A	30	7	23
ilusasti	D	17	2	15
ilusti	D	22	6	16
ilutsema	V	9	3	6
ilves	S	19	7	12
imago	S	10	8	2
imbuma	V	14	5	9
ime	S	67	17	50
imeasi	S	5	1	4
imeilus	A	5	2	3
imelaps	S	16	2	14
imelihtne	A	7	3	4
imelik	A	124	16	108
imelikult	D	18	1	17
imelikum	A	5	2	3
imeline	A	25	4	21
imema	V	34	7	27
imestama	V	122	34	88
imestuma	V	11	2	9
imestunult	D	9	2	7
imestus	S	24	5	19
imetaja	A/S	5	3	2
imetlema	V	52	19	33
imetlus	S	10	1	9
imik	S	11	1	10
imiteerima	V	9	7	2
immutama	V	6	2	4
impeerium	S	20	10	10
importima	V	5	4	1
impulss	S	5	4	1
ind	S/S	16	5	11
indiaani	A	10	3	7
individuaalselt	D	8	7	1
indiviid	S	5	2	3
inetu	A	24	2	22
infarkt	S	11	7	4
info	S	109	103	6
informatsioon	S	63	45	18
informeerima	V	19	14	5
ingel	S	83	12	71
inglane	S	17	9	8
inglise	A	107	78	29
ingliskeelne	A	11	10	1
inimelu	S	9	7	2
inimene	S	2268	1218	1050
inimkeha	S	7	3	4
inimkond	S	48	12	36
inimlaps	S	6	2	4
inimlik	A	42	16	26
inimlikkus	S	6	3	3
inimtegevus	S	6	5	1
inimtühi	A	8	2	6
inimõigus	S	36	34	2
initsiatiiv	S	11	9	2
inkvisiitor	S	6	1	5
innukalt	D	10	3	7
innustama	V	13	10	3
insener	S	23	14	9
inspektor	S	20	11	9
inspiratsioon	S	9	2	7
inspireerima	V	10	7	3
installatsioon	S	11	5	6
instinkt	S	7	1	6
instinktiivselt	D	5	1	4
institutsioon	S	24	22	2
instituut	S	67	61	6
instruktsioon	S	7	6	1
instrument	S	7	5	2
intellektuaal	S	8	5	3
intellektuaalne	A	17	12	5
intelligent	S	10	2	8
intelligentne	A	10	1	9
intelligents	S	6	4	2
intensiivne	A	12	7	5
intensiivsus	S	5	3	2
interjöör	S	7	3	4
internet	S	50	48	2
intervjueerima	V	6	3	3
intervjuu	S	52	44	8
intiimne	A	7	2	5
intrigeeriv	A	6	4	2
intriig	S	14	11	3
intsident	S	10	9	1
invaliid	S	19	11	8
investeerima	V	52	51	1
iroonia	S	21	11	10
irooniline	A	10	1	9
irvitama	V	29	3	26
irvitav	A	5	1	4
isa	S	589	95	494
isa-ema	S	6	2	4
isakodu	S	7	1	6
isamaa	S	33	22	11
isand	S	54	4	50
isane	A/S	17	3	14
isatalu	S	5	1	4
ise	P/D	4574	1524	3050
iseasi	S	20	17	3
iseenese	P	171	50	121
iseenesest	D	69	35	34
iseeneslik	A	5	2	3
isegi	D	506	184	322
isekeskis	D	5	3	2
iseloom	S	61	33	28
iseloomulik	A	28	17	11
iseloomustama	V	40	26	14
iseloomustus	S	10	5	5
isemoodi	D	16	3	13
isend	S	6	4	2
iseseisev	A	54	33	21
iseseisvalt	D	19	16	3
iseseisvuma	V	5	4	1
iseseisvus	S	31	23	8
iseseisvusaeg	S	5	3	2
iseäranis	D	26	15	11
isik	S	215	191	24
isikkoosseis	S	5	4	1
isiklik	A	119	82	37
isiklikult	D	43	27	16
isiksus	S	37	16	21
isikupära	S	5	3	2
isikupärane	A	7	4	3
islam	S	5	4	1
issand	S	43	1	42
issi	S	8	4	4
iste	S/S	52	12	40
istekoht	S	6	1	5
istuja	S	9	2	7
istuli	D	8	1	7
istuma	V	741	96	645
istumine	S	17	5	12
istung	S	67	65	2
istutama	V	15	4	11
istuv	A	26	6	20
isu	S	25	4	21
itaalia	A	7	5	2
itaallane	S	11	7	4
itsitama	V	12	2	10
iva	S	5	1	4
ja	D	27232	12244	14988
jaa	D	87	10	77
jaam	S	53	24	29
jaamahoone	S	12	1	11
jaanipäev	S	7	3	4
jaanuar	S	127	125	2
jaapani	A	19	14	5
jaapanlane	S	26	14	12
jaatavalt	D	5	4	1
jabur	A	5	2	3
jagaja	S	7	6	1
jagama	V	190	115	75
jagamine	S	42	36	6
jagav	A	5	4	1
jagu	S	63	31	32
jaguma	V	25	15	10
jagunema	V	25	19	6
jah	D	441	58	383
jahe	A/S	50	12	38
jahedus	S	8	1	7
jahimees	S	31	29	2
jahipüss	S	5	3	2
jahiseltskond	S	6	1	5
jahmatus	S	6	1	5
jaht	S/S	27	19	8
jahtima	V	16	8	8
jahtuma	V	18	5	13
jahu	S	13	10	3
jahutama	V	11	7	4
jahvatama	V	8	2	6
ja-jah	D	6	1	5
jakk	S/S	18	14	4
jaks	S	5	2	3
jaksama	V	36	9	27
jala	D	31	13	18
jalakäija	S	10	9	1
jalalaba	S	5	3	2
jalam	S	9	3	6
jalamaid	D	12	2	10
jalavari	S	5	3	2
jalg	S	491	112	379
jalga	D	12	1	11
jalgratas	S	69	19	50
jalgrattur	S	21	15	6
jalgsi	D	21	7	14
jalgu	D	44	7	37
jalule	D	17	3	14
jalutaja	S	8	3	5
jalutama	V	62	16	46
jalutamine	S	6	2	4
jalutuskäik	S	16	4	12
jama	S	35	10	25
jant	S	8	5	3
janu	S	11	2	9
jaoks	D	396	201	195
jaoskond	S	13	12	1
jaotama	V	27	18	9
jaotuma	V	9	7	2
jaotus	S	7	6	1
jonn	S	9	4	5
jonnakas	A	10	1	9
joodik	A/S	46	6	40
joogivesi	S	25	24	1
jook	S	22	7	15
jooks	S	66	44	22
jooksev	A	16	8	8
jooksja	S	7	5	2
jooksma	V	276	75	201
jooksmine	S	6	1	5
jooksul	D	391	288	103
jooma	V	221	44	177
joomine	S	19	8	11
jooming	S	6	5	1
joon	S	75	31	44
joonis	S	7	4	3
joonistama	V	59	24	35
joonistuma	V	8	3	5
joonistus	S	12	8	4
joostes	D	7	2	5
jootma	V	16	3	13
joovastuma	V	5	1	4
joove	S	6	5	1
jope	S	11	3	8
jorisema	V	5	1	4
jorutama	V	5	1	4
ju	D	1261	347	914
juba	D	2235	916	1319
jube	A/D	22	2	20
juga	S	17	6	11
juhataja	S	248	202	46
juhatama	V	47	26	21
juhatus	S	182	174	8
juhe	S	13	11	2
juhend	S	22	19	3
juhendaja	S	24	20	4
juhendama	V	16	13	3
juhendamine	S	5	4	1
juhiluba	S	9	7	2
juhinduma	V	6	5	1
juht	S/S	735	570	165
juhtima	V	196	152	44
juhtimine	S	69	63	6
juhtiv	A	40	32	8
juhtkiri	S	18	15	3
juhtkond	S	113	104	9
juhtnöör	S	6	4	2
juhtum	S	74	50	24
juhtuma	V	390	150	240
juhtumine	S	6	3	3
juhtunu	S	59	26	33
juhtunud	A	5	2	3
juhus	S	53	16	37
juhuslik	A	58	21	37
juhuslikkus	S	6	2	4
juhuslikult	D	42	14	28
julge	A	48	16	32
julgelt	D	9	5	4
julgem	A	11	4	7
julgema	V	147	48	99
julgeolek	S	54	41	13
julgeolekuteenistus	S	6	5	1
julgesti	D	5	1	4
julgus	S	56	13	43
julgustama	V	19	5	14
julm	A	22	6	16
julmalt	D	12	6	6
julmus	S	6	2	4
jultuma	V	8	3	5
jultumus	S	5	3	2
jultunult	D	7	1	6
jumal	S	290	42	248
jumalasõna	S	6	3	3
jumalateenistus	S	9	4	5
jumalik	A	10	2	8
jume	S	7	1	6
jupp	S	12	4	8
juriidiline	A	25	24	1
juriidiliselt	D	11	10	1
jurist	S	36	23	13
just	D	901	365	536
justiitsminister	S	17	14	3
justkui	D	193	53	140
justnagu	D	7	1	6
jutlus	S	8	4	4
jutt	S/S	508	157	351
jutuajamine	S	18	4	14
jutukas	A	6	1	5
jutustaja	S	8	4	4
jutustama	V	85	29	56
jutustus	S	13	6	7
juubel	S	19	17	2
juuksur	S	13	2	11
juuli	S	148	112	36
juulikuu	S	9	8	1
juuni	S	123	112	11
juunikuu	S	11	10	1
juunior	S	25	24	1
juur	S	26	11	15
juura	S/S	8	7	1
juurde	D	699	213	486
juurdeehitus	S	8	7	1
juurdepääs	S	5	4	1
juurdlema	V	11	3	8
juurduma	V	7	4	3
juures	D	493	200	293
juuresolek	S	10	5	5
juurest	D	90	28	62
juurikas	S	8	3	5
juurutama	V	6	4	2
juurutamine	S	5	4	1
juus	S	175	18	157
juust	S	32	13	19
juustukera	S	8	1	7
juut	S	81	32	49
jõekallas	S	11	2	9
jõevesi	S	6	2	4
jõgi	S	154	53	101
jõhker	A	9	5	4
jõhkralt	D	9	5	4
jõle	A/D	9	1	8
jõnglane	S	5	2	3
jõud	S	322	149	173
jõude	D	5	1	4
jõudma	V	1314	529	785
jõudmine	S	38	26	12
jõudsalt	D	6	2	4
jõuetu	A	17	3	14
jõuetus	S	8	3	5
jõujaam	S	8	7	1
jõuk	S	15	6	9
jõukas	A	13	8	5
jõukatsumine	S	5	2	3
jõukohane	A	6	3	3
jõukus	S	12	8	4
jõul	D	8	3	5
jõuline	A	27	17	10
jõuliselt	D	13	9	4
jõulud	S	37	23	14
jõululaupäev	S	5	3	2
jõulupuu	S	10	6	4
jõulupüha	S	6	1	5
jõuluvana	S	7	4	3
jõupingutus	S	11	6	5
jõuvaru	S	11	7	4
jäik	A	19	6	13
jäikus	S	5	1	4
jälg	S	91	35	56
jälgima	V	171	67	104
jälgimine	S	6	4	2
jälile	D	13	6	7
jälitaja	S	8	3	5
jälitama	V	14	5	9
jäljendama	V	8	5	3
jäljetult	D	11	6	5
jälle	D	558	98	460
jällegi	D	34	14	20
jäme	A	31	4	27
jändama	V	6	1	5
jänes	S	26	16	10
järel	D	254	117	137
järeldama	V	27	14	13
järeldus	S	42	26	16
järele	D	431	92	339
järeleandmine	S	15	11	4
järelemõtlemine	S	6	2	4
järelepärimine	S	12	8	4
järelevalve	S	29	28	1
järelikult	D	31	16	15
järeltulija	S	17	9	8
järg	S	24	14	10
järgi	D	432	303	129
järgima	V	48	34	14
järglane	S	19	9	10
järgmine	A	506	334	172
järgne	A	5	3	2
järgnema	V	139	85	54
järgnev	A	47	30	17
järgnevalt	D	9	7	2
järjekindel	A	7	6	1
järjekindlalt	D	12	8	4
järjekindlus	S	14	9	5
järjekord	S	78	35	43
järjekordne	A	64	42	22
järjekordselt	D	19	8	11
järjepidevus	S	12	10	2
järjest	D	134	67	67
järjestikune	A	7	6	1
järjestus	S	5	3	2
järk	S	10	3	7
järk-järgult	D	9	5	4
järsk	A	41	17	24
järsku	D	92	10	82
järsult	D	35	19	16
järv	S	171	81	90
järvekallas	S	6	1	5
jäse	S	5	1	4
jätk	S	19	14	5
jätkama	V	255	144	111
jätkamine	S	16	15	1
jätkuma	V	177	106	71
jätkumine	S	10	9	1
jätkuv	A	13	11	2
jätkuvalt	D	23	22	1
jätma	V	840	316	524
jätmine	S	16	15	1
jää	S	84	38	46
jäädavalt	D	9	3	6
jäädvustama	V	13	9	4
jääkülm	A	5	1	4
jääma	V	2421	1051	1370
jäämine	S	19	15	4
jäänud	A	71	35	36
jäänus	S	9	3	6
jäär	S	14	12	2
jäätis	S	35	10	25
jäätuma	V	12	2	10
jääv	A	36	23	13
jünger	S	8	6	2
ka	D	6194	3745	2449
kaabakas	S	7	4	3
kaabu	S	19	4	15
kaader	S/S	24	13	11
kaak	S/S	6	2	4
kaal	S/S	117	62	55
kaalikas	S	6	2	4
kaalukas	A	7	4	3
kaaluma	V	114	84	30
kaalumine	S	6	5	1
kaalutlus	S	13	9	4
kaamera	S	42	28	14
kaar	S	31	9	22
kaardimäng	S	7	1	6
kaardipakk	S	5	1	4
kaarduma	V	5	2	3
kaaren	S	31	1	30
kaart	S	75	32	43
kaas	S	50	30	20
kaasa	D/S	483	225	258
kaasabi	S	5	4	1
kaasaeg	S	10	6	4
kaasaegne	A	49	41	8
kaasas	D	62	23	39
kaasasündinud	A	5	2	3
kaasavõetud	A	6	1	5
kaaskodanik	S	5	1	4
kaaslane	S	75	30	45
kaasmaalane	S	25	16	9
kaasnema	V	20	13	7
kaasnev	A	7	6	1
kaastundlik	A	6	1	5
kaastundlikult	D	5	1	4
kaastunne	S	22	4	18
kaastöötaja	S	5	3	2
kaater	S/S	9	7	2
kabe	A/S	5	3	2
kabel	S	8	2	6
kabiin	S	19	5	14
kabinet	S	79	31	48
kadakas	S	26	10	16
kade	A	8	2	6
kadedus	S	21	4	17
kadestama	V	10	4	6
kadu	S	19	9	10
kaduma	V	388	115	273
kadumine	S	32	21	11
kadunu	S	65	18	47
kadunud	A	10	6	4
kadunuke	S	19	6	13
kaduv	A	6	1	5
kaebama	V	54	18	36
kaebamine	S	7	3	4
kaebus	S	22	20	2
kael	S	134	31	103
kaelast	D	7	2	5
kaema	V	32	6	26
kaenal	S	27	3	24
kaer	S	8	7	1
kaerahelves	S	5	4	1
kaev	S	46	5	41
kaevama	V	57	29	28
kaevamine	S	19	16	3
kaevandus	S	16	5	11
kaevik	S	7	1	6
kah	D	98	9	89
kahanema	V	30	18	12
kaheaastane	A	17	15	2
kahekesi	D	54	4	50
kahekordne	A	34	15	19
kahekorruseline	A	9	4	5
kaheksa	N	120	71	49
kaheksakümmend	N	14	4	10
kaheksas	N	17	15	2
kaheksateist	N	9	1	8
kahekümnes	N	12	3	9
kaheliitrine	A	5	4	1
kahemeetrine	A	5	3	2
kahene	A	11	4	7
kahepoolne	A	13	12	1
kaheteistkümnes	N	6	2	4
kahetoaline	A	10	4	6
kahetsema	V	46	13	33
kahetsus	S	14	6	8
kahevahel	D	6	2	4
kahin	S	7	1	6
kahisema	V	8	1	7
kahju	S	155	102	53
kahjuks	D	100	74	26
kahjulik	A	23	16	7
kahjulikkus	S	5	4	1
kahjum	S	41	39	2
kahjustama	V	36	33	3
kahjutunne	S	6	1	5
kahtlane	A	52	18	34
kahtlaselt	D	12	3	9
kahtleja	S	5	3	2
kahtlema	V	86	28	58
kahtlemata	D	45	34	11
kahtlematult	D	5	3	2
kahtlus	S	105	52	53
kahtlustama	V	66	38	28
kahtlustus	S	5	4	1
kahur	S	6	3	3
kahvatama	V	7	1	6
kahvatu	A	31	4	27
kahvel	S	13	5	8
kai	S	31	23	8
kaigas	S	9	1	8
kaikuma	V	9	2	7
kaine	A	33	12	21
kainelt	D	6	1	5
kaiss	S	11	1	10
kaitse	S/S	119	92	27
kaitseliit	S	24	23	1
kaitseliitlane	S	12	10	2
kaitseministeerium	S	50	49	1
